,qualify_alcohol,seating_interest,address,id
7024,yes,both,"790  metropolitan ave, brooklyn, ny",7024
7025,no,sidewalk,"2801  frederick douglass blvd., manhattan, ny",7025
7026,no,sidewalk,"1019 surf avenue, brooklyn, ny",7026
7027,yes,both,"188 suffolk street, manhattan, ny",7027
7028,yes,sidewalk,"113 franklin street, brooklyn, ny",7028
7029,yes,both,"104 avenue c, manhattan, ny",7029
7030,no,both,"696 washington, brooklyn, ny",7030
7031,yes,both,"807 9th ave, manhattan, ny",7031
7032,yes,sidewalk,"70 south street, manhattan, ny",7032
7033,no,sidewalk,"156  prince street, manhattan, ny",7033
7034,yes,both,"156 west   44 street, manhattan, ny",7034
7035,no,openstreets,"76 5th ave, brooklyn, ny",7035
7036,yes,both,"64e 97th street, manhattan, ny",7036
7037,no,both,"73-01 37th road, queens, ny",7037
7038,no,sidewalk,"220 prospect park west, brooklyn, ny",7038
7039,yes,roadway,"957  second ave, manhattan, ny",7039
7040,yes,both,"107-02  70th road, queens, ny",7040
7041,yes,both,"411 e 70 street, manhattan, ny",7041
7042,yes,sidewalk,"548 4th avenue, brooklyn, ny",7042
7043,yes,both,"33-10 36th avenue, queens, ny",7043
7044,yes,both,"38-01 31st street, queens, ny",7044
7045,no,roadway,"6903 3 avenue, brooklyn, ny",7045
7046,no,both,"1556 fulton street, brooklyn, ny",7046
7047,no,sidewalk,"253 west 42nd street, manhattan, ny",7047
7048,no,sidewalk,"3019 westchester ave, bronx, ny",7048
7049,yes,both,"513   east 6th, manhattan, ny",7049
7050,no,both,"4030 82nd street, queens, ny",7050
7051,yes,sidewalk,"300 e 86th street, manhattan, ny",7051
7052,yes,roadway,"450 amsterdam ave, manhattan, ny",7052
7053,yes,roadway,"320 east 6th st,, manhattan, ny",7053
7054,no,both,"64-06 108th street, queens, ny",7054
7055,no,both,"80 kent street, brooklyn, ny",7055
7056,no,sidewalk,"68  kenmare st, manhattan, ny",7056
7057,yes,both,"1629 2 ave, manhattan, ny",7057
7058,yes,both,"128 first avenue, manhattan, ny",7058
7059,no,sidewalk,"41-07 greenpoint ave, queens, ny",7059
7060,yes,both,"487 atlantic ave, brooklyn, ny",7060
7061,yes,sidewalk,"34 8th avenue, manhattan, ny",7061
7062,no,sidewalk,"688 6th ave, manhattan, ny",7062
7063,no,sidewalk,"1610  nostrand avenue, brooklyn, ny",7063
7064,yes,both,"860 fulton street, brooklyn, ny",7064
7065,yes,both,"283 amsterdam avenue, manhattan, ny",7065
7066,no,roadway,"8 spring st, manhattan, ny",7066
7067,yes,sidewalk,"487 atlantic ave, brooklyn, ny",7067
7068,no,sidewalk,"94-14 63rd drive, queens, ny",7068
7069,yes,both,"34-10 31 avenue, queens, ny",7069
7070,yes,both,"129 east 27th street, manhattan, ny",7070
7071,yes,both,"118 east 15th street, manhattan, ny",7071
7072,no,sidewalk,"265 madison avenue, manhattan, ny",7072
7073,no,both,"1616 third avenue, manhattan, ny",7073
7074,yes,sidewalk,"179 franklin street, manhattan, ny",7074
7075,yes,both,"9804 metropolitan avenue, queens, ny",7075
7076,no,sidewalk,"700 6 avenue, manhattan, ny",7076
7077,yes,both,"4032 10th ave , manhattan, ny",7077
7078,yes,both,"336 west 46th street, manhattan, ny",7078
7079,no,sidewalk,"13553  northern blvd, queens, ny",7079
7080,no,both,"40-56  junction blvd , queens, ny",7080
7081,yes,both,"126 chambers street, manhattan, ny",7081
7082,no,roadway,"276 88 street, brooklyn, ny",7082
7083,yes,both,"200 e. 3rd street, manhattan, ny",7083
7084,yes,sidewalk,"2428 jackson ave., queens, ny",7084
7085,no,both,"226 front street, manhattan, ny",7085
7086,yes,both,"85 orchard street, manhattan, ny",7086
7087,yes,roadway,"142  hamilton place, manhattan, ny",7087
7088,yes,sidewalk,"2199 broadway, manhattan, ny",7088
7089,no,both,"424 amsterdam ave, manhattan, ny",7089
7090,yes,sidewalk,"37-15 broadway, queens, ny",7090
7091,yes,sidewalk,"145  court street, brooklyn, ny",7091
7092,no,both,"840 river ave, bronx, ny",7092
7093,yes,both,"140  graham ave, brooklyn, ny",7093
7094,no,sidewalk,"575 seneca , queens, ny",7094
7095,yes,roadway,"194  bedford avenue, brooklyn, ny",7095
7096,yes,both,"25  w 8th street, manhattan, ny",7096
7097,yes,both,"22 west 46th street, manhattan, ny",7097
7098,yes,both,"284 third ave , manhattan, ny",7098
7099,yes,sidewalk,"1987 university avenue, bronx, ny",7099
7100,yes,both,"489  columbus avenue , manhattan, ny",7100
7101,no,both,"1481 jerome ave, bronx, ny",7101
7102,yes,both,"24-03  41st avenue, queens, ny",7102
7103,yes,both,"1426 third avenue, manhattan, ny",7103
7104,yes,both,"4512 43rd avenue, queens, ny",7104
7105,yes,sidewalk,"402 34 st, manhattan, ny",7105
7106,yes,both,"435 hudson st, manhattan, ny",7106
7107,yes,both,"3229 westchester , bronx, ny",7107
7108,yes,both,"520 columbus ave, manhattan, ny",7108
7109,yes,both,"80-02  northern boulevard, queens, ny",7109
7110,yes,roadway,"174 howard ave, brooklyn, ny",7110
7111,yes,both,"2301 31st street, queens, ny",7111
7112,yes,sidewalk,"561 southern blvd , bronx, ny",7112
7113,yes,roadway,"34 white street, manhattan, ny",7113
7114,no,sidewalk,"271 bay ridge avenue , brooklyn, ny",7114
7115,no,openstreets,"50 washington street, brooklyn, ny",7115
7116,no,sidewalk,"361 halsey st, brooklyn, ny",7116
7117,yes,both,"359 grand street, manhattan, ny",7117
7118,yes,sidewalk,"709 5th avenue, brooklyn, ny",7118
7119,no,both,"6342 108th street , queens, ny",7119
7120,yes,sidewalk,"1832 westchester ave, bronx, ny",7120
7121,yes,both,"423 troutman st, brooklyn, ny",7121
7122,no,sidewalk,"4131 broadway, manhattan, ny",7122
7123,no,roadway,"36 west 48th street , manhattan, ny",7123
7124,yes,both,"1246 madison ave, manhattan, ny",7124
7125,yes,sidewalk,"165 wilson avenue, brooklyn, ny",7125
7126,yes,both,"753 washington street, manhattan, ny",7126
7127,yes,both,"158 lafayette street, manhattan, ny",7127
7128,yes,roadway,"241 west broadway, manhattan, ny",7128
7129,yes,roadway,"360 bedford avenue, brooklyn, ny",7129
7130,yes,both,"340 west broadway , manhattan, ny",7130
7131,yes,sidewalk,"589 fort washington ave, manhattan, ny",7131
7132,no,sidewalk,"210  flatbush avenue, brooklyn, ny",7132
7133,yes,both,"22  peck slip, manhattan, ny",7133
7134,no,sidewalk,"5124b northern blvd, queens, ny",7134
7135,yes,both,"2505 emmons ave, brooklyn, ny",7135
7136,no,sidewalk,"905 myrtle avenue, brooklyn, ny",7136
7137,no,sidewalk,"46-22 kissena blvd, queens, ny",7137
7138,no,sidewalk,"12 bay 25th street , brooklyn, ny",7138
7139,yes,both,"536 9th avenue, manhattan, ny",7139
7140,yes,both,"79 second avenue , manhattan, ny",7140
7141,no,sidewalk,"62 madison ave, manhattan, ny",7141
7142,no,both,"1299 bergen street, brooklyn, ny",7142
7143,no,sidewalk,"194-09  northern blvd, queens, ny",7143
7144,no,both,"115-14 queens blvd, queens, ny",7144
7145,yes,roadway,"323 greenwich st., manhattan, ny",7145
7146,no,both,"369 lexington ave, manhattan, ny",7146
7147,no,sidewalk,"578  myrtle ave, brooklyn, ny",7147
7148,no,sidewalk,"1615 ave u, brooklyn, ny",7148
7149,yes,sidewalk,"4029 east tremont ave, bronx, ny",7149
7150,no,openstreets,"63 5th ave, brooklyn, ny",7150
7151,no,both,"4740 bell blvd, queens, ny",7151
7152,yes,sidewalk,"47-02  greenpoint avenue, queens, ny",7152
7153,yes,sidewalk,"441 east 12th street, manhattan, ny",7153
7154,no,sidewalk,"103  bowery, manhattan, ny",7154
7155,no,both,"25-08a  broadway, queens, ny",7155
7156,yes,both,"158-03 northern blvd., queens, ny",7156
7157,yes,sidewalk,"231 e 14 street, manhattan, ny",7157
7158,yes,sidewalk,"359 6th avenue, manhattan, ny",7158
7159,no,sidewalk,"709 seneca avenue, queens, ny",7159
7160,yes,both,"1410 unionport road, bronx, ny",7160
7161,no,sidewalk,"310 79th st, brooklyn, ny",7161
7162,no,sidewalk,"58  east 8th street, manhattan, ny",7162
7163,yes,both,"155 south 4th street, brooklyn, ny",7163
7164,yes,both,"3810 nostrand ave., brooklyn, ny",7164
7165,no,both,"125 north 6th street, brooklyn, ny",7165
7166,no,both,"144 west   37 street, manhattan, ny",7166
7167,yes,sidewalk,"1701 1st  88 street , manhattan, ny",7167
7168,no,sidewalk,"1731 crosby avenue, bronx, ny",7168
7169,no,roadway,"782 47th street, brooklyn, ny",7169
7170,no,sidewalk,"371 7 avenue, manhattan, ny",7170
7171,no,both,"2479 arthur ave , bronx, ny",7171
7172,yes,both,"4558 vernon blvd, queens, ny",7172
7173,yes,both,"126-128 w 18th st., manhattan, ny",7173
7174,yes,roadway,"35-19 ditmars boulevard , queens, ny",7174
7175,no,both,"884  fulton street, brooklyn, ny",7175
7176,yes,roadway,"235 columbus avenue, manhattan, ny",7176
7177,no,sidewalk,"721 lydig avenue, bronx, ny",7177
7178,yes,sidewalk,"723  fulton st, brooklyn, ny",7178
7179,no,both,"2027 emmons ave, brooklyn, ny",7179
7180,no,both,"18 east 16th street, manhattan, ny",7180
7181,yes,both,"411  11th street, brooklyn, ny",7181
7182,no,roadway,"268 smith street, brooklyn, ny",7182
7183,no,both,"3729  103 street, queens, ny",7183
7184,yes,sidewalk,"1135 first avenue, manhattan, ny",7184
7185,yes,sidewalk,"416 amsterdam ave, manhattan, ny",7185
7186,yes,both,"832 eighth avenue, manhattan, ny",7186
7187,yes,both,"830 9th ave, manhattan, ny",7187
7188,no,sidewalk,"688 6th ave, manhattan, ny",7188
7189,yes,both,"941 willoughby avenue, brooklyn, ny",7189
7190,yes,both,"1022 madison avenue, manhattan, ny",7190
7191,no,both,"7405  3rd ave, brooklyn, ny",7191
7192,yes,both,"394 court street, brooklyn, ny",7192
7193,yes,roadway,"55 greenwich ave, manhattan, ny",7193
7194,yes,both,"2146 nostrand avenue, brooklyn, ny",7194
7195,yes,sidewalk,"1320  e gun hill rd, bronx, ny",7195
7196,yes,sidewalk,"33 carmine st, manhattan, ny",7196
7197,yes,sidewalk,"195 smith st., brooklyn, ny",7197
7198,no,sidewalk,"2851 broadway, manhattan, ny",7198
7199,yes,sidewalk,"75 saint marks place, manhattan, ny",7199
7200,yes,both,"138-140 west houston street, manhattan, ny",7200
7201,yes,both,"3109 23 ave, queens, ny",7201
7202,no,both,"1112 cortelyou rd, brooklyn, ny",7202
7203,yes,sidewalk,"189 west 10th street, manhattan, ny",7203
7204,no,sidewalk,"124 8th avenue, manhattan, ny",7204
7205,yes,both,"946 manhattan , brooklyn, ny",7205
7206,yes,both,"156 west   44 street, manhattan, ny",7206
7207,yes,both,"3503 ditmars blvd, queens, ny",7207
7208,yes,both,"194-21-23 northern blvd, queens, ny",7208
7209,no,both,"462  avenue of america , manhattan, ny",7209
7210,yes,roadway,"302  east 92nd street, manhattan, ny",7210
7211,yes,sidewalk,"81 st. marks place, manhattan, ny",7211
7212,yes,both,"155 east   52 street, manhattan, ny",7212
7213,no,both,"30-91 steinway street, queens, ny",7213
7214,yes,both,"231 sherman ave, manhattan, ny",7214
7215,yes,sidewalk,"40 west 57th street, manhattan, ny",7215
7216,no,both,"8102 broadway, queens, ny",7216
7217,yes,both,"354  east 84th st, manhattan, ny",7217
7218,yes,sidewalk,"409  greenwich street, manhattan, ny",7218
7219,yes,both,"206 206 nassau ave, brooklyn, ny",7219
7220,yes,sidewalk,"373 amsterdam avenue, manhattan, ny",7220
7221,no,sidewalk,"2373 arthur ave, bronx, ny",7221
7222,yes,both,"4502 junction blvd, queens, ny",7222
7223,no,both,"7620 woodside ave., queens, ny",7223
7224,yes,both,"113 e 18 street, manhattan, ny",7224
7225,yes,sidewalk,"29  john st , manhattan, ny",7225
7226,yes,both,"499  grand street, brooklyn, ny",7226
7227,yes,sidewalk,"245 east 55th street, manhattan, ny",7227
7228,yes,both,"765 washington street, manhattan, ny",7228
7229,yes,both,"33-02  ditmars blvd, queens, ny",7229
7230,yes,both,"134 west broadway, manhattan, ny",7230
7231,yes,both,"6201 woodside avenue, queens, ny",7231
7232,yes,both,"9 e17 st, manhattan, ny",7232
7233,yes,both,"11117 jamaica ave, queens, ny",7233
7234,no,both,"150-39  14th ave , queens, ny",7234
7235,no,both,"86 ralph ave , brooklyn, ny",7235
7236,yes,both,"135  east 45th st , manhattan, ny",7236
7237,yes,both,"39-40  bell boulevard, queens, ny",7237
7238,no,both,"754 10th avenue, manhattan, ny",7238
7239,no,roadway,"13533 40th rd, queens, ny",7239
7240,yes,both,"425 amsterdam ave, manhattan, ny",7240
7241,yes,both,"240 west 35th street, manhattan, ny",7241
7242,yes,sidewalk,"1901 emmons avenue, brooklyn, ny",7242
7243,yes,sidewalk,"14924 41st ave, queens, ny",7243
7244,no,both,"9128 5th avenue , brooklyn, ny",7244
7245,yes,both,"135 1st avenue, manhattan, ny",7245
7246,no,sidewalk,"1513a myrtle ave., brooklyn, ny",7246
7247,yes,both,"112 1st avenue , manhattan, ny",7247
7248,yes,both,"156 west   44 street, manhattan, ny",7248
7249,yes,roadway,"55 grand street, manhattan, ny",7249
7250,no,roadway,"1289 madison avenue, manhattan, ny",7250
7251,yes,both,"169  east broadway , manhattan, ny",7251
7252,no,sidewalk,"1643  saint johns place , brooklyn, ny",7252
7253,no,both,"35-13 ditmars boulevard , queens, ny",7253
7254,no,both,"71  sullivan st, manhattan, ny",7254
7255,no,sidewalk,"1000  3rd ave , manhattan, ny",7255
7256,yes,sidewalk,"68 van riper st , staten island, ny",7256
7257,no,both,"44-25  douglaston parkway, queens, ny",7257
7258,yes,both,"156 west 56th street, manhattan, ny",7258
7259,yes,both,"25 sherman avenue, manhattan, ny",7259
7260,yes,both,"108 franklin street, brooklyn, ny",7260
7261,no,sidewalk,"4320 greenpoint ave, queens, ny",7261
7262,yes,both,"138  orchard street, manhattan, ny",7262
7263,yes,both,"202 clinton street, manhattan, ny",7263
7264,yes,sidewalk,"125 la salle street, manhattan, ny",7264
7265,yes,sidewalk,"709 5th ave, brooklyn, ny",7265
7266,no,sidewalk,"193 meserole ave., brooklyn, ny",7266
7267,yes,both,"50  macdougal street, manhattan, ny",7267
7268,yes,both,"317  east houston, manhattan, ny",7268
7269,yes,both,"190 dean, brooklyn, ny",7269
7270,yes,roadway,"269  columbus ave, manhattan, ny",7270
7271,yes,both,"357 third st., brooklyn, ny",7271
7272,yes,sidewalk,"220 varick street, manhattan, ny",7272
7273,yes,both,"94 prince street, manhattan, ny",7273
7274,no,both,"46  wyckoff ave, brooklyn, ny",7274
7275,yes,sidewalk,"109-10 109 street, queens, ny",7275
7276,yes,sidewalk,"535  6th ave. , brooklyn, ny",7276
7277,no,sidewalk,"187 west 4th street, manhattan, ny",7277
7278,yes,sidewalk,"137-141 leonard street, brooklyn, ny",7278
7279,no,both,"437 3 avenue, brooklyn, ny",7279
7280,yes,both,"1295   madison ave, manhattan, ny",7280
7281,no,both,"13810 farmers blvd, queens, ny",7281
7282,no,sidewalk,"874 6th ave, manhattan, ny",7282
7283,yes,both,"412  5th ave., brooklyn, ny",7283
7284,no,sidewalk,"598  10th ave, manhattan, ny",7284
7285,yes,sidewalk,"658  9 avenue , manhattan, ny",7285
7286,yes,roadway,"266 west   47 street, manhattan, ny",7286
7287,yes,both,"2410 arthur avenue, bronx, ny",7287
7288,no,sidewalk,"1359 broadway, brooklyn, ny",7288
7289,yes,both,"3524 johnson avenue, bronx, ny",7289
7290,no,roadway,"718 5th avenue , brooklyn, ny",7290
7291,yes,sidewalk,"1201 evergreen avenue, bronx, ny",7291
7292,yes,sidewalk,"9404-9406 4th avenue, brooklyn, ny",7292
7293,yes,sidewalk,"115  east 14th street , manhattan, ny",7293
7294,no,sidewalk,"307  kings highway, brooklyn, ny",7294
7295,yes,both,"7316 3rd avenue, manhattan, ny",7295
7296,no,roadway,"67-14  forest ave , queens, ny",7296
7297,yes,both,"70 west 68th street, manhattan, ny",7297
7298,no,sidewalk,"1 prince street, manhattan, ny",7298
7299,yes,sidewalk,"736 10th avenue , manhattan, ny",7299
7300,yes,both,"366 west 46 street , manhattan, ny",7300
7301,yes,sidewalk,"199 2nd ave, manhattan, ny",7301
7302,yes,both,"36 west 33rd, manhattan, ny",7302
7303,yes,both,"40-01 queens blvd , queens, ny",7303
7304,no,sidewalk,"512 ave u, brooklyn, ny",7304
7305,yes,both,"24 fifth avenue, manhattan, ny",7305
7306,yes,both,"35  w 13th st. , manhattan, ny",7306
7307,yes,both,"329 henry street, brooklyn, ny",7307
7308,no,roadway,"42-11 102nd street, queens, ny",7308
7309,yes,roadway,"356 east 51st street, manhattan, ny",7309
7310,yes,both,"4207 bell blvd, queens, ny",7310
7311,yes,sidewalk,"222 greene ave, brooklyn, ny",7311
7312,yes,sidewalk,"112-04 queens blvd, queens, ny",7312
7313,no,sidewalk,"180 mulberry st, manhattan, ny",7313
7314,no,sidewalk,"1 prince street, manhattan, ny",7314
7315,yes,roadway,"375 3rd avenue, manhattan, ny",7315
7316,yes,both,"506 5th ave., brooklyn, ny",7316
7317,no,sidewalk,"142 edgecombe ave, manhattan, ny",7317
7318,yes,sidewalk,"142  north 5 street, brooklyn, ny",7318
7319,yes,both,"210 220  nagle avenue, manhattan, ny",7319
7320,yes,sidewalk,"383 carroll street, brooklyn, ny",7320
7321,no,both,"885 9th ave, manhattan, ny",7321
7322,yes,sidewalk,"38-40 carmine st, manhattan, ny",7322
7323,no,both,"66  madison ave., manhattan, ny",7323
7324,yes,both,"258 dekalb ave, brooklyn, ny",7324
7325,yes,sidewalk,"849  castle hill avenue, bronx, ny",7325
7326,no,both,"170  s 3rd, brooklyn, ny",7326
7327,yes,sidewalk,"4521 - 23 avenue n, brooklyn, ny",7327
7328,yes,both,"50  carmine st, manhattan, ny",7328
7329,yes,sidewalk,"1113 1st avenue, manhattan, ny",7329
7330,yes,roadway,"130  east 7th st, manhattan, ny",7330
7331,yes,both,"61 2 avenue, manhattan, ny",7331
7332,yes,both,"4463 broadway, manhattan, ny",7332
7333,yes,sidewalk,"4120  greenpoint av, queens, ny",7333
7334,no,sidewalk,"1070 2nd ave, manhattan, ny",7334
7335,yes,both,"232  64th street, manhattan, ny",7335
7336,yes,both,"2344  arthur avenue , bronx, ny",7336
7337,yes,both,"214 starr street, brooklyn, ny",7337
7338,yes,both,"132 west 58th, manhattan, ny",7338
7339,yes,both,"208 grand street, brooklyn, ny",7339
7340,yes,both,"174 n 4th street, brooklyn, ny",7340
7341,yes,both,"971b  east new york avenue, brooklyn, ny",7341
7342,no,both,"1385 broadway, manhattan, ny",7342
7343,yes,sidewalk,"309 knickerbocker, brooklyn, ny",7343
7344,no,both,"243 bushwick ave, brooklyn, ny",7344
7345,yes,both,"338 w. 46th street, manhattan, ny",7345
7346,no,both,"3462 fulton st, brooklyn, ny",7346
7347,no,sidewalk,"184 east 116th street, manhattan, ny",7347
7348,yes,sidewalk,"256 prospect park west, brooklyn, ny",7348
7349,no,both,"137  montgomery avenue , staten island, ny",7349
7350,no,roadway,"443 knickerbocker avenue, brooklyn, ny",7350
7351,yes,both,"318 grand street, brooklyn, ny",7351
7352,yes,both,"237-239 centre street, manhattan, ny",7352
7353,yes,both,"245  park ave south, manhattan, ny",7353
7354,yes,both,"272  third ave, manhattan, ny",7354
7355,yes,sidewalk,"232 west 14th street, manhattan, ny",7355
7356,yes,roadway,"4902 skillman avenue, queens, ny",7356
7357,no,both,"1504 amsterdam ave, manhattan, ny",7357
7358,yes,sidewalk,"9316 37th ave, queens, ny",7358
7359,no,both,"15807 northern blvd, queens, ny",7359
7360,yes,sidewalk,"626  11th avenue & (on the coner) 46st street, manhattan, ny",7360
7361,no,sidewalk,"445 gold st, brooklyn, ny",7361
7362,no,both,"1698  86th street, brooklyn, ny",7362
7363,no,both,"74-10  37th rd, queens, ny",7363
7364,yes,both,"1453 3 avenue, manhattan, ny",7364
7365,yes,sidewalk,"366 union avenue, brooklyn, ny",7365
7366,yes,both,"201 e 31st street, manhattan, ny",7366
7367,yes,sidewalk,"86-02  37th avenue [ corner bldg abutting 86th st ], queens, ny",7367
7368,no,sidewalk,"810 2nd ave, manhattan, ny",7368
7369,no,both,"80 henry street, brooklyn, ny",7369
7370,yes,both,"35-57 38th street , queens, ny",7370
7371,yes,sidewalk,"11609 metropolitan avenue  kew garden, queens, ny",7371
7372,yes,sidewalk,"1657  richmond road, staten island, ny",7372
7373,yes,roadway,"317 10th avenue, manhattan, ny",7373
7374,yes,both,"4322 queens blvd, queens, ny",7374
7375,yes,both,"203 1st ave, manhattan, ny",7375
7376,no,sidewalk,"591 lexington avenue, manhattan, ny",7376
7377,no,sidewalk,"16902 hillside avenue, queens, ny",7377
7378,no,both,"422 amsterdam ave, manhattan, ny",7378
7379,no,sidewalk,"144 atlantic avenue, brooklyn, ny",7379
7380,yes,both,"6039 freshpond rd, queens, ny",7380
7381,yes,both,"171 avenue c, manhattan, ny",7381
7382,yes,both,"32w 33rd st, manhattan, ny",7382
7383,no,both,"3807 69th street, queens, ny",7383
7384,yes,sidewalk,"186 avenue a, manhattan, ny",7384
7385,no,sidewalk,"135 metropolitan ave, brooklyn, ny",7385
7386,no,sidewalk,"265  union avenue, brooklyn, ny",7386
7387,yes,both,"94-96 avenue a, manhattan, ny",7387
7388,yes,sidewalk,"1681 1st avenue, manhattan, ny",7388
7389,yes,sidewalk,"7331 amboy road, staten island, ny",7389
7390,yes,sidewalk,"1486  second avenue, manhattan, ny",7390
7391,yes,both,"32-05 broadway, queens, ny",7391
7392,no,sidewalk,"4606 5th avenue, brooklyn, ny",7392
7393,no,both,"393 new lots ave, brooklyn, ny",7393
7394,no,both,"171 avenue u, brooklyn, ny",7394
7395,yes,sidewalk,"1363 bushwick ave, brooklyn, ny",7395
7396,yes,sidewalk,"215 mulberry street, manhattan, ny",7396
7397,yes,sidewalk,"210  east 3rd street, manhattan, ny",7397
7398,yes,both,"131  sullivan st, manhattan, ny",7398
7399,no,sidewalk,"1901 emmons avenue, brooklyn, ny",7399
7400,yes,both,"820 10th ave, manhattan, ny",7400
7401,yes,both,"202 east   70 street, manhattan, ny",7401
7402,yes,both,"409  lincoln place, brooklyn, ny",7402
7403,yes,sidewalk,"241 west 42nd street, manhattan, ny",7403
7404,no,sidewalk,"129-05 liberty ave , queens, ny",7404
7405,yes,both,"2376 arthur ave, bronx, ny",7405
7406,yes,sidewalk,"525 w 29th street , manhattan, ny",7406
7407,yes,roadway,"360 bedford avenue, brooklyn, ny",7407
7408,no,both,"129 2nd ave, manhattan, ny",7408
7409,yes,both,"110-80  queens blvd, queens, ny",7409
7410,yes,sidewalk,"551 amsterdam ave, manhattan, ny",7410
7411,yes,roadway,"360 bedford avenue, brooklyn, ny",7411
7412,yes,both,"19 wyckoff avenue, brooklyn, ny",7412
7413,yes,sidewalk,"198 8th ave, manhattan, ny",7413
7414,no,both,"816 broadway, manhattan, ny",7414
7415,no,roadway,"106-16 corona av, queens, ny",7415
7416,no,openstreets,"127-129 westchester ave, bronx, ny",7416
7417,no,sidewalk,"129 east 102nd street, manhattan, ny",7417
7418,yes,both,"4019 broadway, queens, ny",7418
7419,no,sidewalk,"100 central park south, manhattan, ny",7419
7420,yes,sidewalk,"1154 1st ave, manhattan, ny",7420
7421,no,sidewalk,"1 prince street, manhattan, ny",7421
7422,no,sidewalk,"29-32  union st, queens, ny",7422
7423,no,both,"4635 white plains road, bronx, ny",7423
7424,yes,sidewalk,"1378  3rd ave, manhattan, ny",7424
7425,yes,both,"206  avenue a, manhattan, ny",7425
7426,no,roadway,"4119  23rd avenue , queens, ny",7426
7427,yes,sidewalk,"770 west 181st, manhattan, ny",7427
7428,yes,sidewalk,"14 20 willets point boulouvart , queens, ny",7428
7429,yes,both,"123  allen st, manhattan, ny",7429
7430,no,both,"44-17 48th ave woodside , queens, ny",7430
7431,yes,both,"136 w broadway, manhattan, ny",7431
7432,no,both,"156 mott st, manhattan, ny",7432
7433,yes,sidewalk,"406 rogers ave, brooklyn, ny",7433
7434,yes,both,"101  wilson avenue, brooklyn, ny",7434
7435,yes,both,"182 8th ave, manhattan, ny",7435
7436,no,sidewalk,"992 6th avenue , manhattan, ny",7436
7437,no,sidewalk,"170 18  jamaica avenue, queens, ny",7437
7438,yes,both,"13621 41 ave, queens, ny",7438
7439,yes,sidewalk,"890 2nd avenue, manhattan, ny",7439
7440,yes,sidewalk,"88-08  roosevelt avenue, queens, ny",7440
7441,no,sidewalk,"2568 broadway, manhattan, ny",7441
7442,no,both,"786  coney island avenue , brooklyn, ny",7442
7443,yes,both,"1451  bedford ave, brooklyn, ny",7443
7444,yes,sidewalk,"1693  amsterdam ave, manhattan, ny",7444
7445,yes,both,"149  sullivan, manhattan, ny",7445
7446,yes,sidewalk,"732 8th avenue, manhattan, ny",7446
7447,no,both,"7721 5th avenue , brooklyn, ny",7447
7448,no,both,"309  court street, brooklyn, ny",7448
7449,yes,sidewalk,"1502 cortelyou rd., brooklyn, ny",7449
7450,no,openstreets,"2349 arthur ave, bronx, ny",7450
7451,yes,sidewalk,"7 cornelia street , manhattan, ny",7451
7452,yes,sidewalk,"401 avenue of the americas, manhattan, ny",7452
7453,yes,sidewalk,"495  grand st , brooklyn, ny",7453
7454,yes,both,"6320 woodhaven blvd, queens, ny",7454
7455,yes,both,"2507 broadway , queens, ny",7455
7456,yes,sidewalk,"85-02   37th avenue, queens, ny",7456
7457,no,both,"499 fashion avenue, manhattan, ny",7457
7458,yes,sidewalk,"7917 atlantic ave, queens, ny",7458
7459,yes,sidewalk,"224 franklin st, brooklyn, ny",7459
7460,no,roadway,"500  w 30th street, manhattan, ny",7460
7461,no,both,"112 nagle avenue, manhattan, ny",7461
7462,yes,both,"928 2nd ave , manhattan, ny",7462
7463,yes,sidewalk,"1238 prospect ave, brooklyn, ny",7463
7464,yes,roadway,"425 graham ave, brooklyn, ny",7464
7465,yes,both,"303 east   85 street, manhattan, ny",7465
7466,yes,both,"30 east 16th st, manhattan, ny",7466
7467,yes,both,"230 west 4th street, manhattan, ny",7467
7468,no,roadway,"97  nassau, manhattan, ny",7468
7469,yes,sidewalk,"79 28 37th av, queens, ny",7469
7470,yes,sidewalk,"1347 2nd avenue, manhattan, ny",7470
7471,no,sidewalk,"9905 3rd avenue , brooklyn, ny",7471
7472,yes,both,"202  west 36th st, manhattan, ny",7472
7473,no,sidewalk,"935 richmond ave, staten island, ny",7473
7474,no,sidewalk,"6822 4th avenue, brooklyn, ny",7474
7475,yes,sidewalk,"69-46  myrtle ave, queens, ny",7475
7476,yes,roadway,"271 metropolitan avenue, brooklyn, ny",7476
7477,yes,sidewalk,"717 9 avenue, manhattan, ny",7477
7478,no,sidewalk,"1525 gates avenue , brooklyn, ny",7478
7479,no,sidewalk,"4646 vernon blvd, queens, ny",7479
7480,yes,sidewalk,"79-03 roosevelt ave, queens, ny",7480
7481,yes,sidewalk,"413 amsterdam avenue, manhattan, ny",7481
7482,yes,both,"886  amsterdam ave, manhattan, ny",7482
7483,no,both,"2222  avenue u, brooklyn, ny",7483
7484,no,sidewalk,"203 wilson avenue, brooklyn, ny",7484
7485,yes,both,"1331  second ave, manhattan, ny",7485
7486,yes,both,"100-104 south 4th street, brooklyn, ny",7486
7487,yes,both,"494 494 laguardia pl ground fl, manhattan, ny",7487
7488,no,both,"6302 bay parkway, brooklyn, ny",7488
7489,yes,sidewalk,"169 bleeker street, manhattan, ny",7489
7490,no,both,"906 40th street, brooklyn, ny",7490
7491,no,roadway,"606 5th ave , brooklyn, ny",7491
7492,no,both,"8504 5 ave, brooklyn, ny",7492
7493,yes,both,"201 west 95th st, manhattan, ny",7493
7494,no,openstreets,"310 5th ave, brooklyn, ny",7494
